주소,병원구분,병원구분2,응급의료기관코드,코드명,응급실운영여부,위도,경도
"서울특별시 강남구 압구정로28길 49 (신사동, 유림아트홀 402호,501,502호,601호일부)",C,의원,G099,응급의료기관 이외,2,37.52325956878249,127.02771103121962
"서울특별시 동대문구 왕산로 185, 2층 (청량리동)",C,의원,G099,응급의료기관 이외,2,37.5800963307551,127.043795202414
"서울특별시 서대문구 신촌로35길 10, B421호 (북아현동, e편한세상신촌4단지)",N,치과의원,G099,응급의료기관 이외,2,37.55784377012157,126.95536582840018
"서울특별시 서초구 서초대로 302, 13층 (서초동, 교대역인앤인오피스)",C,의원,G099,응급의료기관 이외,2,37.4937197593,127.0146958964
"서울특별시 금천구 시흥대로 415, 디디에스빌딩 7층 (독산동)",C,의원,G099,응급의료기관 이외,2,37.4706645019779,126.897662151152
"서울특별시 광진구 능동로 125, 3층 (화양동)",N,치과의원,G099,응급의료기관 이외,2,37.54215348697516,127.07136375966894
"서울특별시 강남구 강남대로 562, 5층 (논현동, 케이엠빌딩)",C,의원,G099,응급의료기관 이외,2,37.51218937156373,127.02128692740253
"서울특별시 강남구 강남대로 470, 808타워 12~15층 (역삼동)",C,의원,G099,응급의료기관 이외,2,37.50434628668871,127.02505306490275
"서울특별시 서초구 강남대로 433, 3,4층 (서초동)",C,의원,G099,응급의료기관 이외,2,37.501037662,127.0256671754
"서울특별시 노원구 동일로 1405, 국민은행노원지점 6층 (상계동)",C,의원,G099,응급의료기관 이외,2,37.5240377916,127.0287294521
서울특별시 강동구 구천면로 372 (천호동),C,의원,G099,응급의료기관 이외,2,37.550445553297955,127.13990855522499
서울특별시 양천구 목동중앙북로 27 (목동),C,의원,G099,응급의료기관 이외,2,37.54831452528174,126.86655872417884
서울특별시 양천구 신정로 275,N,치과의원,G099,응급의료기관 이외,2,37.512767793403974,126.85155405503272
"서울특별시 강남구 개포로 615 (개포동, 202호, 203호일부)",C,의원,G099,응급의료기관 이외,2,37.49261780420622,127.07551052446546
"서울특별시 강서구 양천로57길 9-7, 2층 (가양동)",C,의원,G099,응급의료기관 이외,2,37.563427777777775,126.851369444444444
"서울특별시 구로구 경인로67길 23, 208호 (신도림동, 신도림2차푸르지오)",C,의원,G099,응급의료기관 이외,2,37.51053931566591,126.88945305454764
"서울특별시 서대문구 신촌역로 17, 201호 (대현동, 현대캠퍼빌)",N,치과의원,G099,응급의료기관 이외,2,37.55829406867062,126.94241520690561
"서울특별시 강남구 테헤란로4길 6, 강남역 센트럴 푸르지오 시티 305호 (역삼동)",C,의원,G099,응급의료기관 이외,2,37.49766705737763,127.02928477694876
"서울특별시 마포구 성미산로 21-1, 제일빌딩 2층 (성산동)",G,한의원,G099,응급의료기관 이외,2,37.55871395725013,126.91060726139744
"서울특별시 영등포구 신길로 252, 202호 (영등포동, 영보빌딩)",C,의원,G099,응급의료기관 이외,2,37.51419999759052,126.91175871045794
서울특별시 동작구 성대로2길 12  (상도동),C,의원,G099,응급의료기관 이외,2,37.49943884417306,126.93125333431777
"서울특별시 강동구 올림픽로 779, 2,3층 (암사동, 대동빌딩)",C,의원,G099,응급의료기관 이외,2,37.55078988084458,127.12744337210014
"서울특별시 서대문구 응암로 113, 2층 (북가좌동)",N,치과의원,G099,응급의료기관 이외,2,37.58279047928162,126.91320508265076
"서울특별시 노원구 한글비석로 471, 3층 (상계동, 상계빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.66444002512082,127.06697859544341
"서울특별시 강서구 화곡로 161, 3층 (화곡동, 대성빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.54182467030745,126.83915781409252
"서울특별시 중구 퇴계로 222, 3층 (필동2가, 구인빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.56154083380001,126.99640984869998
"서울특별시 강남구 테헤란로 116, 동경빌딩 지하 (역삼동)",N,치과의원,G099,응급의료기관 이외,2,37.49849751076521,127.0305395879218
"서울특별시 관악구 남부순환로 1944, 3층 (봉천동)",N,치과의원,G099,응급의료기관 이외,2,37.47631515557341,126.96479953134805
"서울특별시 송파구 올림픽로 145 (잠실동, 리센츠)",C,의원,G099,응급의료기관 이외,2,37.5119790175,127.0870431473
"서울특별시 강남구 개포로 205, 양재빌딩 4층 401호 (개포동)",C,의원,G099,응급의료기관 이외,2,37.47854629152677,127.0451098548385
"서울특별시 강남구 삼성로 773, 2,3,4층 (청담동)",C,의원,G099,응급의료기관 이외,2,37.52858821556162,127.03413441795182
"서울특별시 강동구 올림픽로 779, 2층 (암사동,대도빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.55079844016104,127.12744789268369
"서울특별시 양천구 신월로 289, 퀸즈포디엄 201~203호 (신정동)",G,한의원,G099,응급의료기관 이외,2,37.5214268452276,126.852948403253
"서울특별시 영등포구 당산로44길 3, 309호 (당산동5가, 삼성타운)",C,의원,G099,응급의료기관 이외,2,37.531914255198544,126.90107685409343
"서울특별시 송파구 송이로 87, 3층 303,304호 (가락동)",C,의원,G099,응급의료기관 이외,2,37.4983419879792,127.120795228829
"서울특별시 강남구 논현로176길 14, 3층 (신사동)",C,의원,G099,응급의료기관 이외,2,37.52708089703744,127.0298764049564
"서울특별시 강남구 도산대로 409, S&S TOWER 6층 (청담동)",C,의원,G099,응급의료기관 이외,2,37.5228271641,127.0400142443
"서울특별시 구로구 구로동로 147, MEDI FLOWER 147 (구로동)",B,병원,G099,응급의료기관 이외,2,37.49168812578221,126.88339945049877
"서울특별시 영등포구 당산로 142-1, 3층 (당산동3가, 클리닉빌딩)",C,의원,G099,응급의료기관 이외,2,37.52731225782822,126.89733801020084
"서울특별시 성동구 동일로 135, 1층 (성수동2가)",C,의원,G099,응급의료기관 이외,2,37.544562603581134,127.06501542624139
서울특별시 송파구 가락로12길 4 (석촌동),N,치과의원,G099,응급의료기관 이외,2,37.51022688185875,127.13069059230631
"서울특별시 서초구 태봉로 62, 303호 (우면동, 네이처프라자)",N,치과의원,G099,응급의료기관 이외,2,37.464056801232196,127.0249989226169
"서울특별시 강서구 강서로 63, 3층 (화곡동)",N,치과의원,G099,응급의료기관 이외,2,37.533238888888889,126.845455555555560
서울특별시 강동구 양재대로 1637,N,치과의원,G099,응급의료기관 이외,2,37.55181908967669,127.14383581318921
"서울특별시 송파구 백제고분로 446, 송암빌딩 301호 (방이동)",N,치과의원,G099,응급의료기관 이외,2,37.5104544083,127.112743436
"서울특별시 양천구 신정로13길 22, 201호 (신정동, 대림프라자)",N,치과의원,G099,응급의료기관 이외,2,37.51142398439274,126.84312989146332
서울특별시 서대문구 통일로 440 (홍제동),C,의원,G099,응급의료기관 이외,2,37.58835972634082,126.9450731973011
"서울특별시 은평구 통일로 636, 은평 미드스퀘어 2층 220호 (녹번동)",C,의원,G099,응급의료기관 이외,2,37.603517115574,126.935311316206
"서울특별시 송파구 백제고분로 492, 미래빌딩 4층일부,5층 (방이동)",G,한의원,G099,응급의료기관 이외,2,37.5140457039144,127.114909819044
"서울특별시 성동구 왕십리로 293, 6층 (행당동,나래빌딩)",C,의원,G099,응급의료기관 이외,2,37.56056253476294,127.03528535844184
"서울특별시 영등포구 양평로 64, 4층 (당산동6가, 경진빌딩)",C,의원,G099,응급의료기관 이외,2,37.535138903744894,126.89996832285375
"서울특별시 마포구 큰우물로 49, 엘지상가 2층 203 204호 (염리동)",G,한의원,G099,응급의료기관 이외,2,37.5425902336753,126.944154921165
"서울특별시 송파구 오금로 91, 태원빌딩 2층 (방이동)",C,의원,G099,응급의료기관 이외,2,37.51405235933781,127.10765433916198
"서울특별시 성북구 보문로 183, 논현빌딩 3층 302호 (삼선동4가)",C,의원,G099,응급의료기관 이외,2,37.59017717201092,127.01478730588435
"서울특별시 강남구 선릉로63길 9, 백림빌딩 3층 (역삼동)",G,한의원,G099,응급의료기관 이외,2,37.497153436640794,127.05145968447847
"서울특별시 동작구 여의대방로 256, 2층 204호 (대방동, 성원상가)",N,치과의원,G099,응급의료기관 이외,2,37.50943574346706,126.92454827268597
"서울특별시 강서구 양천로 699, 2층 (염창동)",G,한의원,G099,응급의료기관 이외,2,37.55024334430641,126.87373449945919
서울특별시 성동구 동호로 102,C,의원,G099,응급의료기관 이외,2,37.54886576628872,127.01644095155537
서울특별시 노원구 광운로 45 (월계동),C,의원,G099,응급의료기관 이외,2,37.6215033564,127.0590516961
"서울특별시 중구 필동로 25, 3층 (필동3가)",N,치과의원,G099,응급의료기관 이외,2,37.559325295848325,126.99638331365273
서울특별시 중랑구 망우로 268 (상봉동),N,치과의원,G099,응급의료기관 이외,2,37.59527778923375,127.08238879920458
서울특별시 강서구 강서로47길 165 (내발산동),N,치과의원,G099,응급의료기관 이외,2,37.55344081878042,126.82693297075284
"서울특별시 서초구 방배로 115, 3층 (방배동, 방배메디칼)",N,치과의원,G099,응급의료기관 이외,2,37.4843933513,126.995404994
"서울특별시 강동구 고덕로 256, 명성프라자 3층 303호 (명일동)",C,의원,G099,응급의료기관 이외,2,37.55459051394268,127.15408373645624
"서울특별시 성동구 마조로 25, 3층 (행당동)",N,치과의원,G099,응급의료기관 이외,2,37.56002160049649,127.04093518935426
"서울특별시 광진구 뚝섬로25길 2 (자양동, 2층)",C,의원,G099,응급의료기관 이외,2,37.536237016437454,127.06564633136196
"서울특별시 광진구 아차산로 493, 2층 (광장동)",N,치과의원,G099,응급의료기관 이외,2,37.541769840613995,127.09620239808591
"서울특별시 중랑구 망우로 421, 5층 (망우동)",N,치과의원,G099,응급의료기관 이외,2,37.599809726034564,127.09887708134151
서울특별시 양천구 화곡로 53 (신월동),C,의원,G099,응급의료기관 이외,2,37.539675842499996,126.8276597751
"서울특별시 영등포구 국회대로37길 25, 302호 (당산동4가)",C,의원,G099,응급의료기관 이외,2,37.529049544394816,126.90057382024108
"서울특별시 노원구 동일로197길 23 (공릉동, 정호빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.628384485912434,127.07004567253709
서울특별시 양천구 화곡로 53 (신월동),N,치과의원,G099,응급의료기관 이외,2,37.53967584247884,126.82765977511136
"서울특별시 중랑구 공릉로2길 7, 2층 1호 (묵동, 구산빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.612233333333336,127.078122222222220
"서울특별시 강서구 허준로 198, 405호 (가양동, 가양프라자)",N,치과의원,G099,응급의료기관 이외,2,37.561312208065715,126.86024490309292
"서울특별시 금천구 금하로 633, (시흥동)",N,치과의원,G099,응급의료기관 이외,2,37.45495423477602,126.90153547426787
"서울특별시 도봉구 도봉로150길 43  (방학동, ESA 아파트)",N,치과의원,G099,응급의료기관 이외,2,37.6662917353,127.0458488821
"서울특별시 관악구 신림로 169, 401호 (신림동, 영창프라자)",N,치과의원,G099,응급의료기관 이외,2,37.474236690200016,126.9337115418
서울특별시 강북구 솔샘로 184 (미아동),N,치과의원,G099,응급의료기관 이외,2,37.6199034873451,127.01295735654503
"서울특별시 서초구 강남대로 421, 5층 (서초동, 삼영빌딩)",C,의원,G099,응급의료기관 이외,2,37.500078872673,127.02617803337402
"서울특별시 강남구 선릉로 510, 7층 (삼성동, 오성빌딩)",C,의원,G099,응급의료기관 이외,2,37.5051713309,127.0489485625
"서울특별시 광진구 천호대로 561, 3층 (중곡동)",C,의원,G099,응급의료기관 이외,2,37.55711286240871,127.08066723174116
"서울특별시 양천구 목동동로 379 (목동, 광장상가)",C,의원,G099,응급의료기관 이외,2,37.53560913260001,126.878714854
"서울특별시 성동구 금호산길 67, 2층 (금호동2가)",G,한의원,G099,응급의료기관 이외,2,37.55435291750997,127.01951082229466
"서울특별시 은평구 연서로 137, 4층 (구산동)",C,의원,G099,응급의료기관 이외,2,37.611253092122105,126.91686431452283
"서울특별시 강서구 가로공원로76길 73, 2층 (화곡동)",C,의원,G099,응급의료기관 이외,2,37.533986111111112,126.838486111111109
"서울특별시 광진구 자양로 88, 4층 (자양동, 광영빌딩)",C,의원,G099,응급의료기관 이외,2,37.5356305001,127.084318983
"서울특별시 동대문구 신이문로 40, 2층 (이문동)",C,의원,G099,응급의료기관 이외,2,37.602870550785354,127.06649755481122
"서울특별시 동작구 보라매로19길 8, 5,6층 (신대방동)",C,의원,G099,응급의료기관 이외,2,37.49800162522401,126.9274843487342
서울특별시 은평구 은평로 52  (신사동),C,의원,G099,응급의료기관 이외,2,37.598435133963335,126.91360401031558
서울특별시 은평구 연서로 146 (대조동),C,의원,G099,응급의료기관 이외,2,37.61174007992362,126.91772045924378
"서울특별시 강북구 한천로 1000, 2층 (번동)",C,의원,G099,응급의료기관 이외,2,37.6379860655434,127.03032321432917
"서울특별시 동작구 동작대로 89, 401호 (사당동, 골든시네마타워)",C,의원,G099,응급의료기관 이외,2,37.4846154681,126.9816651481
"서울특별시 강북구 오패산로 130 (미아동, 동명빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.61353040557182,127.03425475439195
서울특별시 성동구 연무장7길 12 (성수동2가),N,치과의원,G099,응급의료기관 이외,2,37.54371179440203,127.05488049243683
"서울특별시 마포구 도화길 32, 삼성아파트 상가동 4층 401,402호 (도화동)",G,한의원,G099,응급의료기관 이외,2,37.5408540213,126.9495933617
"서울특별시 은평구 연서로 137, 3층 (구산동)",G,한의원,G099,응급의료기관 이외,2,37.611163506821605,126.91684164838102
서울특별시 도봉구 마들로11가길 12 (창동),G,한의원,G099,응급의료기관 이외,2,37.6528118659,127.0488005362
"서울특별시 강남구 도곡로 228, 남양빌딩 2~6층 (도곡동)",C,의원,G099,응급의료기관 이외,2,37.4930330246112,127.04377258546
"서울특별시 강남구 강남대로 402, 4층 (역삼동)",C,의원,G099,응급의료기관 이외,2,37.498768452064354,127.0277984674551
"서울특별시 강남구 선릉로 629, 싸이더스에이치큐타워 B동 6-7층 (논현동)",C,의원,G099,응급의료기관 이외,2,37.51270618974093,127.0426012937062
"서울특별시 도봉구 도봉로 496, 301호 (창동)",N,치과의원,G099,응급의료기관 이외,2,37.6497063541,127.0357354089
서울특별시 도봉구 도봉로 639 (쌍문동),C,의원,G099,응급의료기관 이외,2,37.66151869582362,127.0418410524932
"서울특별시 강북구 도봉로 333, 10층 (수유동, 정우빌딩)",C,의원,G099,응급의료기관 이외,2,37.637870175299476,127.02505251141817
"서울특별시 성북구 화랑로 87, 지상7층 (하월곡동)",C,의원,G099,응급의료기관 이외,2,37.6026764656,127.0417737656
서울특별시 강서구 강서로 52 (화곡동),C,의원,G099,응급의료기관 이외,2,37.5324897239833,126.84671301701415
"서울특별시 은평구 서오릉로 196, 2층 (갈현동, 구산빌딩)",C,의원,G099,응급의료기관 이외,2,37.6138557843,126.9120408812
서울특별시 서초구 반포대로 287 (반포동),C,의원,G099,응급의료기관 이외,2,37.50453416058965,127.00084755667828
서울특별시 성북구 동소문로 105 (동선동4가),N,치과의원,G099,응급의료기관 이외,2,37.593096125,127.0167445038
"서울특별시 강남구 선릉로 517, 4층 (역삼동)",C,의원,G099,응급의료기관 이외,2,37.50571787483466,127.04816294690227
"서울특별시 동대문구 왕산로 179, 2층 (제기동)",C,의원,G099,응급의료기관 이외,2,37.579769212543454,127.04296101230255
"서울특별시 강남구 논현로168길 37, 1,2층 (신사동)",C,의원,G099,응급의료기관 이외,2,37.5233351617635,127.031320872522
"서울특별시 중구 퇴계로 422-2, 2층 (신당동)",G,한의원,G099,응급의료기관 이외,2,37.56544974636611,127.01860818755125
"서울특별시 관악구 난곡로 368, 5층 (신림동, 송암빌딩)",G,한의원,G099,응급의료기관 이외,2,37.48685594972151,126.91375036146171
"서울특별시 서대문구 통일로 451, 6층 (홍제동, 홍제빌딩)",G,한의원,G099,응급의료기관 이외,2,37.5886690956,126.9438501341
"서울특별시 마포구 월드컵북로 233, 제1상가동 224호 (성산동, 성산시영아파트)",N,치과의원,G099,응급의료기관 이외,2,37.56972507773318,126.90313788926814
"서울특별시 강북구 도봉로 196 (미아동, 삼화빌딩 5층)",C,의원,G099,응급의료기관 이외,2,37.626142609534725,127.02657559535878
"서울특별시 서초구 효령로 276, 3층 (서초동)",N,치과의원,G099,응급의료기관 이외,2,37.484381744358046,127.0144543671114
"서울특별시 강남구 테헤란로64길 18, 4층 (대치동)",C,의원,G099,응급의료기관 이외,2,37.503772018,127.0511959835
"서울특별시 종로구 창경궁로 119, 2층 (인의동)",C,의원,G099,응급의료기관 이외,2,37.57309162520153,126.99735111873738
"서울특별시 강동구 성안로 170, 204호 (길동, 한빛아파트)",N,치과의원,G099,응급의료기관 이외,2,37.5380719964506,127.13594829288576
"서울특별시 성북구 아리랑로 3, 3층 (동소문동6가)",G,한의원,G099,응급의료기관 이외,2,37.5930241252,127.0161738073
"서울특별시 강남구 선릉로 604, 203호 (삼성동, 호산프라자)",G,한의원,G099,응급의료기관 이외,2,37.510957742868776,127.04396209792401
"서울특별시 중랑구 사가정로 398, 6,7층 (면목동, JS빌딩)",C,의원,G099,응급의료기관 이외,2,37.5802878217,127.0888162439
"서울특별시 강동구 아리수로97길 19  (강일동, 강일리버파크4단지아파트)",C,의원,G099,응급의료기관 이외,2,37.56699469661069,127.17679041606134
"서울특별시 강남구 강남대로 406, GLASS TOWER 5층 (역삼동)",C,의원,G099,응급의료기관 이외,2,37.4989401291583,127.027622767131
"서울특별시 강남구 압구정로 152, B동 7층 702호 (신사동, 극동스포츠빌딩)",G,한의원,G099,응급의료기관 이외,2,37.52556651362698,127.02604663740514
"서울특별시 강남구 도산대로 420, 청담스퀘어 2층 211호 (청담동)",C,의원,G099,응급의료기관 이외,2,37.523157701628534,127.03746325460426
"서울특별시 동대문구 답십리로 9, 3층 (전농동)",C,의원,G099,응급의료기관 이외,2,37.5784693244422,127.043528549832
서울특별시 관악구 남부순환로230길 35 (봉천동),C,의원,G099,응급의료기관 이외,2,37.4784645690834,126.95562169451284
서울특별시 종로구 지봉로 37-1 (창신동),G,한의원,G099,응급의료기관 이외,2,37.573260045787265,127.01533637780164
"서울특별시 중랑구 면목로33길 33, 2층 (면목동)",G,한의원,G099,응급의료기관 이외,2,37.5765264294127,127.084034742311
"서울특별시 도봉구 도봉로180가길 96, 2층 (도봉동, 승리빌딩)",G,한의원,G099,응급의료기관 이외,2,37.68778883237991,127.0465151476675
"서울특별시 종로구 성균관로4길 48, 2층 (명륜2가)",G,한의원,G099,응급의료기관 이외,2,37.5847288941,126.9999954713
"서울특별시 강남구 일원로 35, 남경빌딩 (일원동)",C,의원,G099,응급의료기관 이외,2,37.49065352914884,127.08119850065006
"서울특별시 송파구 동남로18길 45 (가락동, 2층)",C,의원,G099,응급의료기관 이외,2,37.492832466839715,127.13482233506102
"서울특별시 양천구 목동서로 67 (목동, 우성에펠타운빌딩)",C,의원,G099,응급의료기관 이외,2,37.536390970549405,126.87849637096316
"서울특별시 서초구 강남대로 439, 유화빌딩 12층 (서초동)",C,의원,G099,응급의료기관 이외,2,37.5015434614787,127.025366637091
"서울특별시 마포구 망원로 96-1, 2층 (망원동, 영진빌딩)",G,한의원,G099,응급의료기관 이외,2,37.5577385248,126.9075481264
"서울특별시 강남구 도산대로49길 17, 산딸기빌딩 3층 (신사동)",C,의원,G099,응급의료기관 이외,2,37.524064316216574,127.0370193304505
"서울특별시 용산구 한강대로 69, 2층 205~206호 (한강로2가, 용산푸르지오써밋)",C,의원,G099,응급의료기관 이외,2,37.52704181142714,126.96489336502417
"서울특별시 중랑구 면목로 487, 2층 201호 (상봉동)",N,치과의원,G099,응급의료기관 이외,2,37.5953837246,127.0854598162
"서울특별시 동작구 동작대로 89, 골든시네마타워 705,708호 (사당동)",N,치과의원,G099,응급의료기관 이외,2,37.4846154681034,126.98166514808764
"서울특별시 영등포구 신풍로 33, 신영빌딩 2층 (신길동)",G,한의원,G099,응급의료기관 이외,2,37.500393543408,126.91007971796363
"서울특별시 구로구 오류로 73, 2층 (오류동)",G,한의원,G099,응급의료기관 이외,2,37.49116956416723,126.84056698438368
"서울특별시 강남구 학동로 337, H타워 4층 (논현동)",C,의원,G099,응급의료기관 이외,2,37.5170718563031,127.039928031242
"서울특별시 성북구 아리랑로 18, 3층 (동선동5가)",C,의원,G099,응급의료기관 이외,2,37.59451975093785,127.01632359789578
"서울특별시 동대문구 장한로 119, 3층 318~320호 (장안동, 장안삼성쉐르빌)",C,의원,G099,응급의료기관 이외,2,37.5714489836,127.0702141828
"서울특별시 강동구 동남로73길 31, 3층 (명일동)",N,치과의원,G099,응급의료기관 이외,2,37.5526713447,127.1544668028
"서울특별시 광진구 광나루로56길 29, 308,309호 (구의동,프라임상가)",C,의원,G099,응급의료기관 이외,2,37.53695822986275,127.09653565257808
"서울특별시 송파구 백제고분로7길 53, AW TOWER 13층 (잠실동)",C,의원,G099,응급의료기관 이외,2,37.5109389631056,127.084849038691
"서울특별시 강서구 공항대로 247, 퀸즈파크나인 3층 314~316호 (마곡동)",C,의원,G099,응급의료기관 이외,2,37.55931399088023,126.8352382965275
"서울특별시 강서구 화곡로 176-4, 7층 (화곡동)",C,의원,G099,응급의료기관 이외,2,37.54167510404179,126.84111580528848
"서울특별시 구로구 경인로 661, 신도림1차푸르지오 2층 260,261호 (신도림동)",C,의원,G099,응급의료기관 이외,2,37.509305031871875,126.88765430488789
"서울특별시 강동구 구천면로 192, 3층 304~307,309호 (천호동, 천호역 한강 푸르지오시티)",C,의원,G099,응급의료기관 이외,2,37.5403580641,127.1258188571
서울특별시 강남구 압구정로28길 49 (신사동),C,의원,G099,응급의료기관 이외,2,37.5232595688,127.0277110312
"서울특별시 동작구 사당로 215, 403호 (사당동, 서림빌딩)",C,의원,G099,응급의료기관 이외,2,37.48444547379494,126.97233719902383
서울특별시 송파구 마천로 271 (마천동),C,의원,G099,응급의료기관 이외,2,37.49780614843545,127.14710715704527
"서울특별시 성동구 고산자로 234, 나래타워 703호 (행당동)",N,치과의원,G099,응급의료기관 이외,2,37.56052650473421,127.03526721182687
"서울특별시 강남구 압구정로28길 49 (신사동, 201호일부)",N,치과의원,G099,응급의료기관 이외,2,37.52325956878249,127.02771103121962
"서울특별시 은평구 진흥로 134, 2,3,4층 (녹번동, 유성빌딩)",G,한의원,G099,응급의료기관 이외,2,37.6076803923,126.9250767126
"서울특별시 구로구 경인로 159 (오류동, 오류중앙의원)",C,의원,G099,응급의료기관 이외,2,37.494267097838836,126.83914462770939
"서울특별시 송파구 양재대로 1218 (방이동, 올림픽선수촌중심상가 3층 28호)",N,치과의원,G099,응급의료기관 이외,2,37.5166909017584,127.137712262303
"서울특별시 서초구 서초대로77길 62, 강남역 IPARK 304~306호 (서초동)",N,치과의원,G099,응급의료기관 이외,2,37.502731922929875,127.02390349308625
"서울특별시 노원구 동일로 1405, KB금융 노원Plaza 4층 (상계동)",N,치과의원,G099,응급의료기관 이외,2,37.6538310278932,127.06017787506
"서울특별시 마포구 월드컵로 79, 4층 (망원동, 유용빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.55594190419998,126.90983646220002
"서울특별시 강남구 언주로30길 13, 2212호 (도곡동, 대림아크로빌, 대림아크로텔)",N,치과의원,G099,응급의료기관 이외,2,37.4881415795,127.0506742304
"서울특별시 강남구 선릉로64길 20 (대치동, 5층 시그마빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.4979466917,127.0539467937
"서울특별시 강남구 봉은사로 110, 2층 (역삼동, 연우빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.5046308398,127.025817693
"서울특별시 양천구 오목로 311, 5층 (목동)",C,의원,G099,응급의료기관 이외,2,37.5252970960367,126.871979635112
서울특별시 강남구 논현로167길 13,C,의원,G099,응급의료기관 이외,2,37.5244722709849,127.02700202637061
서울특별시 중랑구 동일로 637 (면목동),C,의원,G099,응급의료기관 이외,2,37.58734012872084,127.07964463636728
"서울특별시 양천구 신목로 102, 203~205호 (목동, 대경프라자)",N,치과의원,G099,응급의료기관 이외,2,37.5235867227291,126.87577496500566
"서울특별시 양천구 신목로 86, 덕진빌딩 2층 (신정동)",G,한의원,G099,응급의료기관 이외,2,37.52378572152783,126.8734645860728
"서울특별시 관악구 성현로 80  (봉천동, 관악드림타운아파트)",N,치과의원,G099,응급의료기관 이외,2,37.48908590125984,126.94947891121794
"서울특별시 서초구 사임당로 157, 릿타워 4층 403호 (서초동)",G,한의원,G099,응급의료기관 이외,2,37.49246342966029,127.02680859298489
"서울특별시 광진구 아차산로 375, 3층 (구의동)",G,한의원,G099,응급의료기관 이외,2,37.53703094886118,127.0845063825913
"서울특별시 구로구 디지털로31길 20, 에이스테크노타워5차 204호 (구로동)",N,치과의원,G099,응급의료기관 이외,2,37.48547508165207,126.89426249307395
서울특별시 강서구 가로공원로76길 61 (화곡동),N,치과의원,G099,응급의료기관 이외,2,37.53442540432968,126.83826642422169
"서울특별시 송파구 송파대로 345, 1A동 3020~1호 (가락동, 헬리오시티)",N,치과의원,G099,응급의료기관 이외,2,37.49761537952875,127.10253282307022
"서울특별시 강남구 테헤란로4길 5, 해암빌딩 2,5층 (역삼동)",C,의원,G099,응급의료기관 이외,2,37.4979246534828,127.030009309581
"서울특별시 강남구 테헤란로 105, 8층 (역삼동)",C,의원,G099,응급의료기관 이외,2,37.4986369952659,127.028529843894
"서울특별시 중구 동호로 179, JYJ빌딩 4층 (신당동)",C,의원,G099,응급의료기관 이외,2,37.5541548302893,127.010793156815
"서울특별시 강남구 선릉로 429 (역삼동, KR빌딩 5층)",G,한의원,G099,응급의료기관 이외,2,37.5032033832,127.0493137037
"서울특별시 강남구 논현로175길 6, 3층 (신사동)",C,의원,G099,응급의료기관 이외,2,37.5263670759444,127.027922375096
"서울특별시 성북구 동소문로 59, 오상빈정형외과 1, 2, 4, 5층 (동소문동4가)",C,의원,G099,응급의료기관 이외,2,37.591453294,127.0119930948
"서울특별시 강남구 논현로167길 9, 낙산프라자 5층 (신사동)",C,의원,G099,응급의료기관 이외,2,37.524421297629,127.027426608456
"서울특별시 광진구 자양로 116, 301~307호,310~312호 (구의동, 웰츠타워)",E,한방병원,G099,응급의료기관 이외,2,37.5382469769869,127.083851802019
"서울특별시 중구 청파로 464, 브라운스톤서울 208호 (중림동)",G,한의원,G099,응급의료기관 이외,2,37.5608194199,126.9682276942
"서울특별시 양천구 목동동로 268, 4층 (목동, 신한빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.5255670403248,126.87569475422425
"서울특별시 강남구 도산대로1길 13, ICT TOWER 1층 (신사동)",N,치과의원,G099,응급의료기관 이외,2,37.51747311294707,127.01982244506483
"서울특별시 동대문구 왕산로 143, 2층 (제기동)",G,한의원,G099,응급의료기관 이외,2,37.5785867839247,127.039245719345
"서울특별시 송파구 오금로 111, 705호 (방이동, 세기빌딩)",C,의원,G099,응급의료기관 이외,2,37.5125993975,127.1082494655
서울특별시 금천구 시흥대로 272 (시흥동),G,한의원,G099,응급의료기관 이외,2,37.457918836940955,126.89970506405646
"서울특별시 강남구 언주로30길 13, C동 9층 1호 (도곡동, 대림아크로빌, 대림아크로텔)",C,의원,G099,응급의료기관 이외,2,37.48783729764696,127.0509831093927
"서울특별시 마포구 신촌로 174, 2층 (대흥동, 중우빌딩)",C,의원,G099,응급의료기관 이외,2,37.5564860972,126.94499698630001
"서울특별시 강남구 강남대로 616 (신사동, 신사미타워 6층 601호)",N,치과의원,G099,응급의료기관 이외,2,37.51685683038387,127.01979965904021
"서울특별시 서초구 강남대로 363, 363강남타워 6,7층 (서초동)",C,의원,G099,응급의료기관 이외,2,37.4951069601476,127.028452962075
"서울특별시 송파구 법원로 114, C동 209, 210호 (문정동, 엠스테이트)",C,의원,G099,응급의료기관 이외,2,37.48587108624614,127.11983080368098
서울특별시 강서구 등촌로 171 (등촌동),N,치과의원,G099,응급의료기관 이외,2,37.545183333333334,126.862011111111116
"서울특별시 강남구 도산대로 120, 청호빌딩 13층 (논현동)",C,의원,G099,응급의료기관 이외,2,37.5167333867393,127.021877320289
